0:
[61.439953],[71.82612],[73.71559],[94.47236],[64.39915],[55.260685],[62.12907],[166.03627],[158.24586],[111.753746],
1:
[60.3757],[92.96733],[69.28216],[71.32688],[65.56359],[62.600513],[56.760162],[213.71454],[171.35767],[196.51837],
2:
[57.17548],[57.187057],[52.586143],[63.373367],[67.03892],[55.08112],[52.300125],[242.69902],[212.65346],[204.92233],
3:
[61.964394],[74.73239],[52.769184],[51.851288],[56.85356],[54.912373],[49.660423],[256.09833],[228.97018],[233.47708],
4:
[53.149197],[52.774673],[67.032936],[56.183266],[57.47102],[51.765198],[58.274616],[272.09164],[256.99686],[236.51456],
5:
[57.528378],[54.038788],[52.872025],[59.322502],[49.91732],[61.46534],[58.099186],[294.6528],[229.40506],[256.78415],
6:
[52.717606],[49.42864],[50.500893],[47.01442],[47.15021],[52.428402],[54.563732],[254.98628],[247.02267],[261.58206],
7:
[42.311783],[50.04777],[45.910492],[44.444122],[44.33377],[53.089245],[51.351227],[256.20337],[245.7793],[270.51877],
8:
[47.111656],[47.933006],[48.605034],[47.79727],[49.20056],[49.204533],[50.12139],[279.7477],[253.88193],[257.41217],
9:
[45.348995],[61.182854],[45.151985],[47.61912],[47.855762],[62.934826],[50.20834],[289.79834],[256.7361],[247.77797],
10:
[53.284126],[57.479866],[46.32896],[51.83149],[43.67576],[55.391457],[53.276394],[278.7312],[247.41595],[274.904],
11:
[52.826187],[55.055992],[44.40981],[45.299404],[47.293686],[51.024284],[50.90305],[299.72668],[259.06113],[276.02155],
12:
[51.13245],[53.29915],[46.368725],[44.489716],[46.4717],[56.96836],[47.968723],[261.23117],[252.42105],[263.50156],
13:
[54.41014],[54.705986],[51.213093],[48.537243],[56.910534],[56.033817],[52.727688],[289.41888],[268.9565],[245.03926],
14:
[48.81281],[51.870495],[47.052013],[46.00053],[47.046417],[57.842888],[53.901505],[280.19147],[238.03735],[265.05844],
15:
[53.73141],[57.538975],[59.08748],[49.216568],[55.945637],[53.062607],[56.98636],[296.58408],[276.45325],[249.22011],
16:
[49.453045],[49.45629],[49.74223],[43.981853],[51.59101],[61.92877],[46.487778],[272.68835],[250.84807],[269.61084],
17:
[42.909412],[54.259598],[49.34468],[47.08035],[42.669003],[56.24086],[57.252693],[286.02075],[262.07516],[246.99083],
18:
[53.946453],[57.877567],[54.045837],[43.719833],[48.022682],[52.002254],[51.08976],[285.0305],[260.2316],[259.531],
19:
[50.37869],[50.658672],[47.942642],[52.99413],[51.40257],[52.73437],[52.667503],[310.5246],[258.491],[252.0107],
20:
[50.86975],[56.228893],[44.8625],[50.035915],[52.27435],[48.67123],[55.46088],[325.36603],[261.58807],[265.47806],
21:
[49.475163],[51.769222],[47.27364],[50.05569],[50.322613],[56.14792],[53.972427],[309.84213],[258.19745],[259.8247],
22:
[52.159946],[54.989517],[50.33577],[47.616154],[54.12193],[66.62843],[53.30861],[323.85336],[278.98535],[263.01627],
23:
