round,x_type,slice,metric,benign,malicious,delta
2,gI,head,norm,5.279016324451992,5.343182881673177,0.06416655722118492
2,gI,last_block,V_all,2.165762997005264e-06,3.830767582257977e-06,1.6650045852527129e-06
2,gI,last_block,V_loo,2.673781669467904e-06,4.7293435727624455e-06,2.0555619032945416e-06
2,gI,last_block,cos_all,0.33784874209335874,0.5606856346130371,0.22283689251967836
2,gI,last_block,cos_loo,0.1513123581452029,0.3180962453285853,0.1667838871833824
2,gI,last_block,norm,0.2156203484960965,0.304975966612498,0.0893556181164015
3,I,head,V_all,0.0003957421306820054,0.00032478251281039167,-7.095961787161373e-05
3,I,head,V_loo,0.0004885705337593598,0.00040096602848886204,-8.760450527049772e-05
3,I,head,cos_all,0.6582672851426261,0.5714940230051676,-0.0867732621374585
3,I,head,cos_loo,0.560653920684542,0.46827297409375507,-0.09238094659078694
3,I,head,norm,1.1024733909538813,1.0173747936884563,-0.08509859726542501
3,I,last_block,V_all,2.6130725895460013e-06,4.472440537028888e-06,1.8593679474828865e-06
3,I,last_block,V_loo,3.226015548664561e-06,5.5215316479007015e-06,2.2955160992361404e-06
3,I,last_block,cos_all,0.7839326347623553,0.7454135020573934,-0.03851913270496188
3,I,last_block,cos_loo,0.7331535475594657,0.6603082418441772,-0.07284530571528847
3,I,last_block,norm,0.284740218094417,0.38887251416842145,0.10413229607400443
3,g,head,V_all,0.0003478692877771599,0.00035935541382059455,1.1486126043434646e-05
3,g,head,V_loo,0.0004294682626745531,0.00044364867305072647,1.4180410376173395e-05
3,g,head,cos_all,0.3094430959650448,0.7253627181053162,0.41591962214027134
3,g,head,cos_loo,0.12044017129976835,0.562375028928121,0.4419348576283526
3,g,head,norm,0.9757331183978489,1.2486234903335571,0.2728903719357082
3,g,last_block,V_all,1.926773464739589e-05,2.2532146128166158e-05,3.2644114807702686e-06
3,g,last_block,V_loo,2.378732668668298e-05,2.7817462372089114e-05,4.030135685406135e-06
3,g,last_block,cos_all,0.3218498240624155,0.7185946504275004,0.39674482636508485
3,g,last_block,cos_loo,0.14624672941863537,0.5533908804257711,0.40714415100713575
3,g,last_block,norm,0.6662400705473763,0.906491200129191,0.24025112958181472
3,gI,head,V_all,0.018461677312318767,0.010410330103089413,-0.008051347209229355
3,gI,head,V_loo,0.022792195169521228,0.012852260377258062,-0.009939934792263166
3,gI,head,cos_all,0.4239641715373312,0.37207942207654315,-0.05188474946078803
3,gI,head,cos_loo,0.23692892478512867,0.2039574533700943,-0.03297147141503437
3,gI,head,norm,6.141997746058872,5.164187828699748,-0.9778099173591244
3,gI,last_block,V_all,3.323512113898427e-06,6.67106754311438e-06,3.347555429215953e-06
3,gI,last_block,V_loo,4.103101251270605e-06,8.23588508562049e-06,4.132783834349885e-06
3,gI,last_block,cos_all,0.2275750025042466,0.6229092677434286,0.395334265239182
3,gI,last_block,cos_loo,0.05609778022127492,0.37857656677563983,0.3224787865543649
3,gI,last_block,norm,0.24644610285758972,0.416464904944102,0.17001880208651227
4,I,head,V_all,0.0004042684844794816,0.00015861228409145647,-0.0002456562003880251
4,I,head,V_loo,0.0004990968903127525,0.00019581762899179012,-0.0003032792613209624
4,I,head,cos_all,0.701054573059082,0.5853712360064188,-0.1156833370526632
4,I,head,cos_loo,0.6038117919649396,0.5241096218427023,-0.07970217012223735
4,I,head,norm,1.2269537832055772,0.6264421145121256,-0.6005116686934516
4,I,last_block,V_all,4.130528476967551e-06,1.9877499350210806e-06,-2.142778541946471e-06
4,I,last_block,V_loo,5.099418136264181e-06,2.4540122467442416e-06,-2.645405889519939e-06
4,I,last_block,cos_all,0.7929141010556903,0.6628531614939371,-0.13006093956175313
4,I,last_block,cos_loo,0.7303516524178642,0.6104221741358439,-0.11992947828202027
4,I,last_block,norm,0.3660629859992436,0.21567052602767944,-0.15039245997156414
4,g,head,V_all,0.00030464702077941704,0.0003095049178227782,4.85789704336118e-06
4,g,head,V_loo,0.0003761074289546481,0.0003821048400520037,5.997411097355583e-06
4,g,head,cos_all,0.18911896898810351,0.7404077450434366,0.5512887760553331
4,g,head,cos_loo,-0.04532899361635957,0.545125017563502,0.5904540111798615
4,g,head,norm,0.8728666135243007,1.127719759941101,0.25485314641680035
4,g,last_block,V_all,1.995875365017647e-05,2.3092926615693916e-05,3.1341729655174453e-06
4,g,last_block,V_loo,2.4640436095069163e-05,2.8509784897323698e-05,3.869348802254535e-06
4,g,last_block,cos_all,0.19704792754990713,0.7219862143198649,0.5249382867699577
4,g,last_block,cos_loo,-0.02341335067259414,0.5151495337486267,0.5385628844212208
4,g,last_block,norm,0.6478761008807591,0.8878534038861593,0.2399773030054002
4,gI,head,V_all,0.010817796756912555,0.00262606143951416,-0.008191735317398394
4,gI,head,V_loo,0.013355305285326071,0.0032420512288808823,-0.01011325405644519
4,gI,head,cos_all,0.4821541671242033,0.2937884231408437,-0.1883657439833596
4,gI,head,cos_loo,0.27725892833300997,0.20514256258805594,-0.07211636574495403
4,gI,head,norm,5.396191392626081,2.1273303429285684,-3.2688610496975126
4,gI,last_block,V_all,5.4375590252675465e-06,2.098282645116948e-06,-3.3392763801505985e-06
4,gI,last_block,V_loo,6.713035743034977e-06,2.590472528633351e-06,-4.122563214401626e-06
4,gI,last_block,cos_all,0.2483517729810306,0.3519022911787033,0.10355051819767272
4,gI,last_block,cos_loo,-0.0394926800259522,0.169957069059213,0.20944974908516523
4,gI,last_block,norm,0.32140498608350754,0.21089979509512582,-0.11050519098838171
5,I,head,V_all,0.0002840986198862083,9.33388607033218e-05,-0.0001907597591828865
5,I,head,V_loo,0.0003507390460332057,0.00011523316061357036,-0.00023550588541963535
5,I,head,cos_all,0.685493963105338,0.6009857058525085,-0.0845082572528294
5,I,head,cos_loo,0.5688714385032654,0.5595858991146088,-0.009285539388656616
5,I,head,norm,1.0801347579274858,0.35071927805741626,-0.7294154798700696
5,I,last_block,V_all,1.7398095987378577e-06,8.931240624103035e-07,-8.466855363275542e-07
5,I,last_block,V_loo,2.147913083458012e-06,1.1026223395068275e-06,-1.0452907439511843e-06
5,I,last_block,cos_all,0.7873939616339547,0.7058730920155843,-0.08152086961837035
5,I,last_block,cos_loo,0.7152254922049386,0.6673701405525208,-0.04785535165241783
5,I,last_block,norm,0.29056879452296663,0.13170023014148077,-0.15886856438148586
5,g,head,V_all,0.000297213696675109,0.0003394680000686397,4.225430339353071e-05
5,g,head,V_loo,0.0003669304631850017,0.00041909629362635314,5.216583044135144e-05
5,g,head,cos_all,0.12479043512472085,0.7591391007105509,0.63434866558583
5,g,head,cos_loo,-0.11732448557657855,0.5461895763874054,0.663514061963984
5,g,head,norm,0.8430846163204738,1.164405624071757,0.32132100775128325
5,g,last_block,V_all,2.037193722311973e-05,2.4360396006765466e-05,3.988458783645737e-06
5,g,last_block,V_loo,2.5150539191339965e-05,3.0074562649436604e-05,4.92402345809664e-06
5,g,last_block,cos_all,0.15950252674520016,0.7696803212165833,0.6101777944713831
5,g,last_block,cos_loo,-0.04145217447408608,0.5875725348790487,0.6290247093531348
5,g,last_block,norm,0.6395746724946159,0.9343470335006714,0.2947723610060555
5,gI,head,V_all,0.013254463805684022,0.002441189756306509,-0.010813274049377514
5,gI,head,V_loo,0.016363536174009954,0.0030138144890467324,-0.013349721684963222
5,gI,head,cos_all,0.46625823634011404,0.23048201451698938,-0.23577622182312466
5,gI,head,cos_loo,0.22147361189126968,0.15616266429424286,-0.06531094759702682
5,gI,head,norm,5.877288341522217,1.690803309281667,-4.18648503224055
5,gI,last_block,V_all,3.544372378071005e-06,1.0286242968504666e-06,-2.5157480812205383e-06
5,gI,last_block,V_loo,4.375768347537294e-06,1.269906533707399e-06,-3.1058618138298954e-06
5,gI,last_block,cos_all,0.24876188965780394,0.48733964562416077,0.23857775596635683
5,gI,last_block,cos_loo,-0.05494741390326193,0.3334231972694397,0.3883706111727016
5,gI,last_block,norm,0.2712131653513227,0.1597650001446406,-0.11144816520668213
6,I,head,V_all,0.0004814762807135204,0.0002603828179417178,-0.0002210934627718026
6,I,head,V_loo,0.0005944151427164408,0.00032146026205737144,-0.0002729548806590694
6,I,head,cos_all,0.6624968775681087,0.4867188632488251,-0.17577801431928364
6,I,head,cos_loo,0.5525808717523303,0.38469121356805164,-0.16788965818427865
6,I,head,norm,1.1188577924455916,0.8018364409605662,-0.3170213514850254
6,I,last_block,V_all,3.148655066200133e-06,3.2988090576206255e-06,1.501539914204925e-07
6,I,last_block,V_loo,3.887228428668875e-06,4.072603625597064e-06,1.8537519692818905e-07
6,I,last_block,cos_all,0.7566485830715725,0.659984310468038,-0.0966642726035345
6,I,last_block,cos_loo,0.6886448860168457,0.5567015012105306,-0.13194338480631507
6,I,last_block,norm,0.2807417852537973,0.3242606769005458,0.04351889164674849
6,g,head,V_all,0.000303880066244996,0.0003546868489744763,5.080678272948027e-05
6,g,head,V_loo,0.00037516057740763893,0.00043788502807728946,6.272445066965053e-05
6,g,head,cos_all,0.17597651854157448,0.7352627118428549,0.5592861933012804
6,g,head,cos_loo,-0.03600646533803748,0.5347042878468832,0.5707107531849207
6,g,head,norm,0.8642503619194031,1.2032579183578491,0.33900755643844604
6,g,last_block,V_all,2.141642562492052e-05,2.778640373435337e-05,6.36997810943285e-06
6,g,last_block,V_loo,2.6440031693450044e-05,3.430420232083028e-05,7.864170627380234e-06
6,g,last_block,cos_all,0.26723916615758625,0.7531469861666361,0.48590782000904986
6,g,last_block,cos_loo,0.11672572472265788,0.6006383697191874,0.48391264499652953
6,g,last_block,norm,0.6724281566483634,1.0278724829355876,0.3554443262872242
6,gI,head,V_all,0.012547897174954414,0.005070896275962393,-0.007477000898992022
6,gI,head,V_loo,0.01549123031353312,0.0062603656357775135,-0.009230864677755607
6,gI,head,cos_all,0.42239611968398094,0.261882280309995,-0.16051383937398594
6,gI,head,cos_loo,0.24067106364028795,0.13288106520970663,-0.10778999843058132
6,gI,head,norm,5.381717051778521,3.1979556878407798,-2.1837613639377413
6,gI,last_block,V_all,3.236420996342661e-06,8.933448346700365e-06,5.697027350357704e-06
6,gI,last_block,V_loo,3.99558150222999e-06,1.1028948620150913e-05,7.033367117920923e-06
6,gI,last_block,cos_all,0.25348671419279917,0.599554717540741,0.3460680033479418
6,gI,last_block,cos_loo,0.10186908527144364,0.3265955050786336,0.22472641980718996
6,gI,last_block,norm,0.24392479551689966,0.473366046945254,0.22944125142835436
7,I,head,V_all,0.00046201270639098117,0.00018759101658361033,-0.00027442168980737084
7,I,head,V_loo,0.000570386032839971,0.0002315938521254187,-0.00033879218071455224
7,I,head,cos_all,0.7049466456685748,0.5454007585843405,-0.15954588708423434
7,I,head,cos_loo,0.6102955767086574,0.4832542936007182,-0.12704128310793922
7,I,head,norm,1.2431066291672843,0.6520403921604156,-0.5910662370068687
7,I,last_block,V_all,3.6483045602965703e-06,2.03473443131467e-06,-1.6135701289819002e-06
7,I,last_block,V_loo,4.504079437798022e-06,2.51201777246024e-06,-1.9920616653377825e-06
7,I,last_block,cos_all,0.7966110876628331,0.6395498712857565,-0.1570612163770766
7,I,last_block,cos_loo,0.7359238352094378,0.5800564587116241,-0.15586737649781368
7,I,last_block,norm,0.3635181039571762,0.23314163585503897,-0.13037646810213724
7,g,head,V_all,0.00026931426379763124,0.0003226886425788204,5.337437878118916e-05
7,g,head,V_loo,0.00033248674922755787,0.0003983810408196102,6.58942915920523e-05
7,g,head,cos_all,0.06528132062937532,0.7669601639111837,0.7016788432818084
7,g,head,cos_loo,-0.19934371965272085,0.5169290900230408,0.7162728096757616
7,g,head,norm,0.7929702656609672,1.1146634022394817,0.3216931365785145
7,g,last_block,V_all,2.0815122167862554e-05,2.659095540972582e-05,5.775833241863265e-06
7,g,last_block,V_loo,2.569768210897954e-05,3.282833737709249e-05,7.130655268112948e-06
7,g,last_block,cos_all,0.0980815224881683,0.7324594457944235,0.6343779233062552
7,g,last_block,cos_loo,-0.15139615213099336,0.4769760072231293,0.6283721593541226
7,g,last_block,norm,0.6444480163710458,0.9274690747261047,0.283021058355059
7,gI,head,V_all,0.014857021127162235,0.0035298008006066084,-0.011327220326555627
7,gI,head,V_loo,0.01834199860292886,0.004357779088119666,-0.013984219514809194
7,gI,head,cos_all,0.4239940515586308,0.16353610903024673,-0.26045794252838406
7,gI,head,cos_loo,0.18589039253337042,0.05397524246169875,-0.13191515007167168
7,gI,head,norm,5.67582505089896,2.433105707168579,-3.242719343730381
7,gI,last_block,V_all,4.665165680047981e-06,3.1472549153477303e-06,-1.5179107647002506e-06
7,gI,last_block,V_loo,5.7594636473368155e-06,3.885499912333519e-06,-1.8739637350032963e-06
7,gI,last_block,cos_all,0.24369066740785325,0.3769954840342204,0.13330481662636715
7,gI,last_block,cos_loo,-0.05921554046549967,0.10549269740780194,0.1647082378733016
7,gI,last_block,norm,0.29897211704935345,0.27633821467558545,-0.022633902373768
8,I,head,V_all,0.0005406155666735556,0.0001864587296343719,-0.00035415683703918363
8,I,head,V_loo,0.000667426672797384,0.00023019597574602813,-0.0004372306970513559
8,I,head,cos_all,0.7047229281493596,0.5451536575953165,-0.15956927055404302
8,I,head,cos_loo,0.6009301287787301,0.5232455730438232,-0.07768455573490685
8,I,head,norm,1.4819625190326147,0.28538883725802106,-1.1965736817745936
8,I,last_block,V_all,3.525465152571477e-06,1.9804569622768517e-06,-1.545008190294625e-06
8,I,last_block,V_loo,4.3524262309802e-06,2.4450084007791397e-06,-1.90741783020106e-06
8,I,last_block,cos_all,0.7979415569986615,0.615725576877594,-0.18221598012106754
8,I,last_block,cos_loo,0.7291947858674186,0.5890512069066366,-0.140143578960782
8,I,last_block,norm,0.4153267400605338,0.1170925721526146,-0.2982341679079192
8,g,head,V_all,0.00025693909680869965,0.0003205979398141305,6.365884300543084e-05
8,g,head,V_loo,0.00031720876618887166,0.000395799899706617,7.859113351774534e-05
8,g,head,cos_all,0.07598421982090388,0.7718896071116129,0.695905387290709
8,g,head,cos_loo,-0.17941153475216456,0.5317630370457967,0.7111745717979613
8,g,head,norm,0.7748944929667881,1.1147921085357666,0.33989761556897846
8,g,last_block,V_all,2.0963303541066125e-05,2.6452378733665682e-05,5.489075192599557e-06
8,g,last_block,V_loo,2.5880621511272954e-05,3.26572589983698e-05,6.776637487096844e-06
8,g,last_block,cos_all,0.109995037317276,0.7446321447690328,0.6346371074517568
8,g,last_block,cos_loo,-0.13676034925239428,0.5030751923720042,0.6398355416243984
8,g,last_block,norm,0.6490138002804348,0.933033267656962,0.2840194673765273
8,gI,head,V_all,0.03210005323801722,0.00468665873631835,-0.02741339450169887
8,gI,head,V_loo,0.03962969380830016,0.005785999198754628,-0.033843694609545526
8,gI,head,cos_all,0.4124134395803724,0.056410099379718304,-0.3560033402006541
8,gI,head,cos_loo,0.2066158005701644,0.020993564277887344,-0.18562223629227706
8,gI,head,norm,7.840709515980312,1.1567114194234211,-6.683998096556891
8,gI,last_block,V_all,5.568825242465079e-06,1.0870125303578486e-06,-4.4818127121072305e-06
8,gI,last_block,V_loo,6.8750929520839624e-06,1.3419907721375541e-06,-5.5331021799464085e-06
8,gI,last_block,cos_all,0.3004936990993364,0.2501192291577657,-0.05037446994157069
8,gI,last_block,cos_loo,-0.1045558505824634,0.09419027467568715,0.19874612525815055
8,gI,last_block,norm,0.36090655837740215,0.14249378442764282,-0.21841277394975933
9,I,head,V_all,0.0007305053586605936,0.00020684277114924043,-0.0005236625875113532
9,I,head,V_loo,0.0009018584803145911,0.00025536143706024933,-0.0006464970432543417
9,I,head,cos_all,0.6662253482001168,0.5249903798103333,-0.14123496838978356
9,I,head,cos_loo,0.5490904833589282,0.48924506704012555,-0.059845416318802636
9,I,head,norm,1.5837571620941162,0.4255836009979248,-1.1581735610961914
9,I,last_block,V_all,6.546774232317278e-06,2.753560693236068e-06,-3.7932135390812098e-06
9,I,last_block,V_loo,8.082437586511202e-06,3.3994578340449757e-06,-4.6829797524662265e-06
9,I,last_block,cos_all,0.7660694888659886,0.5618250370025635,-0.2042444518634251
9,I,last_block,cos_loo,0.6878583346094403,0.5254262884457906,-0.1624320461636497
9,I,last_block,norm,0.47998503276279997,0.15937847644090652,-0.32060655632189344
9,g,head,V_all,0.0002561101344846455,0.0003319142754965772,7.580414101193169e-05
9,g,head,V_loo,0.00031618534454277584,0.00040977071815480787,9.358537361203202e-05
9,g,head,cos_all,0.2133246851818902,0.5388161142667135,0.3254914290848233
9,g,head,cos_loo,-0.044012825936079025,0.23090500136216482,0.2749178272982439
9,g,head,norm,0.8166379502841404,1.0514333844184875,0.23479543413434711
9,g,last_block,V_all,2.155950304378556e-05,2.9331732851763565e-05,7.772229807978006e-06
9,g,last_block,V_loo,2.661667115587209e-05,3.621201904024929e-05,9.595347884377198e-06
9,g,last_block,cos_all,0.39239464487348286,0.45153998335202533,0.059145338478542475
9,g,last_block,cos_loo,0.20840851430382049,0.21266440053780875,0.00425588623398826
9,g,last_block,norm,0.7484985504831586,0.8930466969807943,0.1445481464976357
9,gI,head,V_all,0.015602767999683107,0.0042868781213959055,-0.011315889878287202
9,gI,head,V_loo,0.01926267519593239,0.00529244231681029,-0.013970232879122097
9,gI,head,cos_all,0.5301564782857895,-0.02815999463200569,-0.5583164729177952
9,gI,head,cos_loo,0.32981209669794354,-0.09172969684004784,-0.42154179353799137
9,gI,head,norm,6.739132813044956,1.7573359807332356,-4.981796832311721
9,gI,last_block,V_all,8.106147398783442e-06,2.635556825225649e-06,-5.470590573557793e-06
9,gI,last_block,V_loo,1.000758889598988e-05,3.2537741390115116e-06,-6.753814756978369e-06
9,gI,last_block,cos_all,0.4556720012000629,0.10982113828261693,-0.345850862917446
9,gI,last_block,cos_loo,0.2294007611926645,-0.0011228493725260098,-0.23052361056519052
9,gI,last_block,norm,0.43039600764002117,0.1821451410651207,-0.24825086657490048
10,I,head,V_all,0.0005117098636609237,0.0001499710876184205,-0.00036173877604250317
10,I,head,V_loo,0.0006317405339879249,0.00018514949382127574,-0.0004465910401666492
10,I,head,cos_all,0.6984165183135441,0.4862724443276723,-0.21214407398587182
10,I,head,cos_loo,0.5767344491822379,0.45616252223650616,-0.12057192694573177
10,I,head,norm,1.337523639202118,0.2638309448957443,-1.0736926943063736
10,I,last_block,V_all,3.114001880736136e-06,1.734585263572323e-06,-1.379416617163813e-06
10,I,last_block,V_loo,3.844446512500456e-06,2.1414632556115976e-06,-1.7029832568888585e-06
10,I,last_block,cos_all,0.7903405427932739,0.5469219088554382,-0.2434186339378357
10,I,last_block,cos_loo,0.712309718132019,0.513593445221583,-0.19871627291043603
10,I,last_block,norm,0.38074143869536264,0.10240098834037781,-0.27834045035498484
10,g,head,V_all,0.00025914381798689386,0.00033319533880179125,7.40515208148974e-05
10,g,head,V_loo,0.0003199306541189019,0.0004113522785094877,9.142162439058579e-05
10,g,head,cos_all,0.046274413487740924,0.7837450504302979,0.7374706369425569
10,g,head,cos_loo,-0.21096527682883398,0.5375527143478394,0.7485179911766733
10,g,head,norm,0.7721366541726249,1.135911504427592,0.36377485025496714
10,g,last_block,V_all,2.1628767301860664e-05,2.899266958896381e-05,7.363902287103147e-06
10,g,last_block,V_loo,2.670218184773278e-05,3.579341500881128e-05,9.0912331610785e-06
10,g,last_block,cos_all,0.08478715004665512,0.7318881154060364,0.6471009653593812
10,g,last_block,cos_loo,-0.1739905529788562,0.45747403303782147,0.6314645860166777
10,g,last_block,norm,0.6579686318125043,0.9594618280728658,0.30149319626036153
10,gI,head,V_all,0.014656684195090617,0.002367940420905749,-0.012288743774184869
10,gI,head,V_loo,0.018094671624047414,0.002923383299882213,-0.015171288324165201
10,gI,head,cos_all,0.4876813760825566,0.07636948054035504,-0.41131189554220154
10,gI,head,cos_loo,0.25051542477948324,0.028087980734805267,-0.22242744404467799
10,gI,head,norm,6.050263983862741,1.1054013967514038,-4.944862587111337
10,gI,last_block,V_all,4.750927083867802e-06,7.553812982526628e-07,-3.9955457856151395e-06
10,gI,last_block,V_loo,5.865341953332452e-06,9.325695297472217e-07,-4.93277242358523e-06
10,gI,last_block,cos_all,0.28293781195368084,0.305035263299942,0.022097451346261177
10,gI,last_block,cos_loo,-0.10132174719391125,0.16470564405123392,0.2660273912451452
10,gI,last_block,norm,0.32334896070616587,0.12210305531819661,-0.20124590538796927
11,I,head,V_all,0.0003720410604728386,0.0001681105641182512,-0.00020393049635458738
11,I,head,V_loo,0.00045930993759871593,0.0002075439115287736,-0.0002517660260699423
11,I,head,cos_all,0.715624919959477,0.589084247748057,-0.12654067221141996
11,I,head,cos_loo,0.611144517149244,0.5523469845453898,-0.05879753260385423
11,I,head,norm,1.3208494186401367,0.3807847946882248,-0.9400646239519119
11,I,last_block,V_all,3.5964327155722586e-06,2.5301127000905885e-06,-1.06632001548167e-06
11,I,last_block,V_loo,4.4400404216763234e-06,3.1235956612363225e-06,-1.316444760440001e-06
