round,x_type,slice,metric,benign,malicious,delta
20,g,last_block,V_loo,2.783324453048408e-05,3.1728663695200034e-05,3.895419164715953e-06
20,g,last_block,cos_all,0.21654474415949412,0.5312545398871104,0.31470979572761626
20,g,last_block,cos_loo,-0.04384245297738484,0.23749906818072,0.28134152115810485
20,g,last_block,norm,0.7052578926086426,0.8512649734814962,0.14600708087285363
20,gI,head,V_all,0.007673385353492839,0.001190738092797498,-0.0064826472606953406
20,gI,head,V_loo,0.009473315539902874,0.001470047088029484,-0.00800326845187339
20,gI,head,cos_all,0.47145440748759676,-0.09631107250849406,-0.5677654799960908
20,gI,head,cos_loo,0.22322495255087102,-0.11979059067865212,-0.34301554322952316
20,gI,head,norm,4.5948172977992465,0.39529144763946533,-4.199525850159781
20,gI,last_block,V_all,3.912877348609202e-06,4.781536896795539e-07,-3.4347236589296483e-06
20,gI,last_block,V_loo,4.830712766436461e-06,5.903132205276052e-07,-4.240399545908856e-06
20,gI,last_block,cos_all,0.3862340450286865,0.08054681013648708,-0.30568723489219946
20,gI,last_block,cos_loo,0.0501055760043008,0.017252109944820404,-0.0328534660594804
20,gI,last_block,norm,0.30291170520441874,0.055495653922359146,-0.2474160512820596
21,I,head,V_all,0.0006744812542040433,0.0002915894244021426,-0.00038289182980190075
21,I,head,V_loo,0.0008326929050131834,0.0003599869184351216,-0.00047270598657806183
21,I,head,cos_all,0.7325220789228167,0.5346575975418091,-0.19786448138100765
21,I,head,cos_loo,0.6429571381637028,0.4835095802942912,-0.15944755786941162
21,I,head,norm,1.576074140412467,0.6940343379974365,-0.8820398024150304
21,I,last_block,V_all,4.436939889274072e-06,3.580635848265956e-06,-8.563040410081157e-07
21,I,last_block,V_loo,5.477703747861337e-06,4.4205378344486235e-06,-1.0571659134127136e-06
21,I,last_block,cos_all,0.7987879429544721,0.5984746217727661,-0.20031332118170597
21,I,last_block,cos_loo,0.7366300991603306,0.539287805557251,-0.19734229360307964
21,I,last_block,norm,0.45614615082740784,0.2737610687812169,-0.18238508204619092
21,g,head,V_all,0.00026240776683802584,0.00026857213136584807,6.164364527822225e-06
21,g,head,V_loo,0.0003239601979398036,0.0003315705107524991,7.610312812695523e-06
21,g,head,cos_all,0.146348025649786,0.3254508177439372,0.1791027920941512
21,g,head,cos_loo,-0.27214226339544567,-0.13860999792814255,0.13353226546730312
21,g,head,norm,0.8191507543836322,0.8690068125724792,0.049856058188847086
21,g,last_block,V_all,2.3018117644824088e-05,2.5350811483804137e-05,2.332693838980049e-06
21,g,last_block,V_loo,2.8417429608193095e-05,3.129729702777695e-05,2.8798674195838545e-06
21,g,last_block,cos_all,0.1412018478981086,0.38069599866867065,0.23949415077056205
21,g,last_block,cos_loo,-0.24827981633799417,-0.07131443172693253,0.17696538461106165
21,g,last_block,norm,0.7038091335977826,0.7905507485071818,0.08674161490939913
21,gI,head,V_all,0.010681027879140206,0.002947798386837045,-0.007733229492303161
21,gI,head,V_loo,0.013186453808365124,0.0036392574353764453,-0.009547196372988679
21,gI,head,cos_all,0.484507149883679,-0.07273895541826884,-0.5572461053019478
21,gI,head,cos_loo,0.2449249859367098,-0.15759185701608658,-0.4025168429527964
21,gI,head,norm,5.195058737482343,1.702760100364685,-3.492298637117658
21,gI,last_block,V_all,6.187664650626955e-06,2.9468927777998033e-06,-3.2407718728271514e-06
21,gI,last_block,V_loo,7.639091953543747e-06,3.638139143428513e-06,-4.000952810115235e-06
21,gI,last_block,cos_all,0.23540545042072022,0.2505134542783101,0.015108003857589897
21,gI,last_block,cos_loo,-0.1273865901998111,0.010049507021903992,0.1374360972217151
21,gI,last_block,norm,0.35847805440425873,0.23721551398436228,-0.12126254041989645
22,I,head,V_all,0.0005858724741431485,0.00018629438515442112,-0.00039957808898872745
22,I,head,V_loo,0.0007232993708125182,0.00022999308809327582,-0.0004933062827192424
22,I,head,cos_all,0.722424328327179,0.6647590200106303,-0.0576653083165487
22,I,head,cos_loo,0.6185511904103416,0.630087673664093,0.01153648325375145
22,I,head,norm,1.4336633937699454,0.5308787822723389,-0.9027846114976066
22,I,last_block,V_all,5.5317838944444834e-06,3.3723347314662533e-06,-2.15944916297823e-06
22,I,last_block,V_loo,6.829363168695376e-06,4.163376085368024e-06,-2.665987083327352e-06
22,I,last_block,cos_all,0.7853940640177045,0.6437206466992696,-0.14167341731843486
22,I,last_block,cos_loo,0.7143935561180115,0.595070461432139,-0.11932309468587243
22,I,last_block,norm,0.44221365451812744,0.23432098577419916,-0.20789266874392828
22,g,head,V_all,0.0002635183440621144,0.0002716404657500486,8.122121687934199e-06
22,g,head,V_loo,0.0003253312731560852,0.00033535862651964027,1.0027353363555069e-05
22,g,head,cos_all,0.13088877645454236,0.3611578543980916,0.23026907794354926
22,g,head,cos_loo,-0.297657955970083,-0.12084890343248844,0.17680905253759455
22,g,head,norm,0.8191668902124677,0.8808376987775167,0.06167080856504903
22,g,last_block,V_all,2.33288348161815e-05,2.5100544007727876e-05,1.7717091915463772e-06
22,g,last_block,V_loo,2.8801032125816812e-05,3.098832288136085e-05,2.187290755544039e-06
22,g,last_block,cos_all,0.14591304159590177,0.4371224244435628,0.29120938284766107
22,g,last_block,cos_loo,-0.21473507436790637,0.021246258014192183,0.23598133238209856
22,g,last_block,norm,0.7092209373201642,0.8009549776713053,0.09173404035114108
22,gI,head,V_all,0.014558598349270011,0.002669881253192822,-0.01188871709607719
22,gI,head,V_loo,0.01797357777000538,0.0032961497393747172,-0.014677428030630662
22,gI,head,cos_all,0.4043788207428796,-0.06404077944656213,-0.46841960018944173
22,gI,head,cos_loo,0.1627240697936421,-0.13256342709064484,-0.2952874968842869
22,gI,head,norm,5.318638954843793,1.400781015555064,-3.917857939288729
22,gI,last_block,V_all,6.710772189373009e-06,3.0235453512735453e-06,-3.6872268380994635e-06
22,gI,last_block,V_loo,8.284904116148287e-06,3.732771650296248e-06,-4.552132465852038e-06
22,gI,last_block,cos_all,0.2520521453448704,0.22721745073795319,-0.02483469460691723
22,gI,last_block,cos_loo,-0.05387844783919198,0.03311292982349793,0.08699137766268991
22,gI,last_block,norm,0.33686727711132597,0.2139971156915029,-0.12287016141982307
23,I,head,V_all,0.0008520797418896109,0.00032576748829645413,-0.0005263122535931568
23,I,head,V_loo,0.001051950260132019,0.0004021820689861973,-0.0006497681911458218
23,I,head,cos_all,0.7000840391431536,0.5616944233576456,-0.138389615785508
23,I,head,cos_loo,0.5833980228219714,0.5262948373953501,-0.057103185426621295
23,I,head,norm,1.8378690310886927,0.4932044943173726,-1.3446645367713201
23,I,last_block,V_all,6.766528713342268e-06,4.645054180703785e-06,-2.1214745326384827e-06
23,I,last_block,V_loo,8.353739206410995e-06,5.7346348209345406e-06,-2.6191043854764545e-06
23,I,last_block,cos_all,0.7641065801892962,0.5837637980779012,-0.18034278211139498
23,I,last_block,cos_loo,0.6802081976618085,0.5393371979395548,-0.1408709997222537
23,I,last_block,norm,0.5319653962339673,0.21181917066375414,-0.3201462255702132
23,g,head,V_all,0.0002790278958855197,0.00026528236048761755,-1.3745535397902131e-05
23,g,head,V_loo,0.00034447889109807354,0.00032750908091353875,-1.6969810184534783e-05
23,g,head,cos_all,0.09781101412538971,0.43701400359471637,0.33920298946932664
23,g,head,cos_loo,-0.32246757405144827,-0.032602001602451004,0.28986557244899724
23,g,head,norm,0.8366437043462481,0.8903590639432272,0.05371535959697904
23,g,last_block,V_all,2.3560984378231558e-05,2.4181157035248663e-05,6.201726570171056e-07
23,g,last_block,V_loo,2.908763469479579e-05,2.9853280769505847e-05,7.656460747100584e-07
23,g,last_block,cos_all,0.1384478034451604,0.48254091540972394,0.34409311196456355
23,g,last_block,cos_loo,-0.1911321564444474,0.10967905617629488,0.3008112126207423
23,g,last_block,norm,0.7099364485059466,0.8012019197146097,0.09126547120866313
23,gI,head,V_all,0.014692472293972969,0.004252203740179539,-0.01044026855379343
23,gI,head,V_loo,0.018138854298740625,0.005249634152278304,-0.012889220146462321
23,gI,head,cos_all,0.4554811886378697,-0.02742613945156336,-0.48290732808943304
23,gI,head,cos_loo,0.20935198664665222,-0.10113055258989334,-0.31048253923654556
23,gI,head,norm,6.372908013207572,1.7314820090929668,-4.641426004114605
23,gI,last_block,V_all,8.284461988036387e-06,2.6956900569530262e-06,-5.588771931083361e-06
23,gI,last_block,V_loo,1.02277314713969e-05,3.328012572486235e-06,-6.8997188989106645e-06
23,gI,last_block,cos_all,0.28978170986686436,0.14397176603476206,-0.1458099438321023
23,gI,last_block,cos_loo,-0.05463059991598129,-0.0017633093520998955,0.0528672905638814
23,gI,last_block,norm,0.42226320930889677,0.1737205535173416,-0.24854265579155516
24,I,head,V_all,0.0010876281843853316,0.0003910029966694613,-0.0006966251877158704
24,I,head,V_loo,0.001342750819666045,0.00048271977963546914,-0.0008600310400305759
24,I,head,cos_all,0.711613152708326,0.48827067017555237,-0.22334248253277367
24,I,head,cos_loo,0.5942277014255524,0.4692235787709554,-0.12500412265459698
24,I,head,norm,2.109547589506422,0.27167607347170514,-1.8378715160347168
24,I,last_block,V_all,8.002835329534719e-06,4.611968506651465e-06,-3.390866822883254e-06
24,I,last_block,V_loo,9.880043827641722e-06,5.693788352800766e-06,-4.186255474840956e-06
24,I,last_block,cos_all,0.7833973509924752,0.4583546717961629,-0.3250426791963123
24,I,last_block,cos_loo,0.7020439505577087,0.42787225047747296,-0.2741717000802358
24,I,last_block,norm,0.6025153228214809,0.13210973143577576,-0.47040559138570515
24,g,head,V_all,0.00027124509506393224,0.00027553836601631093,4.293270952378692e-06
24,g,head,V_loo,0.00033487048598804643,0.0003401708187690626,5.300332781016143e-06
24,g,head,cos_all,0.059923937311396,0.5413633584976196,0.4814394211862236
24,g,head,cos_loo,-0.3233108328921454,0.09344008316596349,0.4167509160581089
24,g,head,norm,0.815460341317313,0.9307107925415039,0.11525045122419086
24,g,last_block,V_all,2.3201281562381026e-05,2.5413452628223847e-05,2.2121710658428216e-06
24,g,last_block,V_loo,2.86435590948843e-05,3.137463621290711e-05,2.7310771180228117e-06
24,g,last_block,cos_all,0.09911737005625453,0.5706167717774709,0.4714994017212164
24,g,last_block,cos_loo,-0.21055586210318974,0.2082438518603643,0.41879971396355403
24,g,last_block,norm,0.6959945133754185,0.8422788182894388,0.14628430491402034
24,gI,head,V_all,0.021457983580018793,0.003048017776260773,-0.01840996580375802
24,gI,head,V_loo,0.026491336857101748,0.0037629849587877593,-0.02272835189831399
24,gI,head,cos_all,0.4416054018906185,-0.04958102502860129,-0.49118642691921977
24,gI,head,cos_loo,0.17969547265342303,-0.08363909522692363,-0.26333456788034665
24,gI,head,norm,7.418816804885864,0.8944108287493387,-6.524405976136525
24,gI,last_block,V_all,1.0771687974348814e-05,1.3518006956777147e-06,-9.419887278671099e-06
24,gI,last_block,V_loo,1.3298379794183088e-05,1.668889732779159e-06,-1.162949006140393e-05
24,gI,last_block,cos_all,0.2996074929833412,0.17619796842336655,-0.12340952455997467
24,gI,last_block,cos_loo,-0.08783452389096576,0.06812833684186141,0.15596286073282717
24,gI,last_block,norm,0.48596079860414776,0.1375116085012754,-0.34844919010287234
25,I,head,V_all,0.0005658674344886094,0.00018583839604010186,-0.00038002903844850755
25,I,head,V_loo,0.0006986017251620069,0.00022943010844755918,-0.00046917161671444774
25,I,head,cos_all,0.6943495741912297,0.6592042744159698,-0.03514529977525982
25,I,head,cos_loo,0.5816700032779148,0.6247392694155375,0.04306926613762263
25,I,head,norm,1.5201875737735204,0.5024005124966303,-1.01778706127689
25,I,last_block,V_all,6.091798533296762e-06,4.053515795021667e-06,-2.0382827382750946e-06
25,I,last_block,V_loo,7.520739440483989e-06,5.004340437153587e-06,-2.516399003330402e-06
25,I,last_block,cos_all,0.7411267927714756,0.6062918106714884,-0.13483498209998723
25,I,last_block,cos_loo,0.6566818739686694,0.5486667354901632,-0.10801513847850619
25,I,last_block,norm,0.5062679733548846,0.2552361339330673,-0.2510318394218173
25,g,head,V_all,0.00026682867402476925,0.00024182592945483825,-2.500274456993101e-05
25,g,head,V_loo,0.00032941812449800115,0.0002985505270771682,-3.0867597420832925e-05
25,g,head,cos_all,0.2408380231687001,0.08033413564165433,-0.16050388752704575
25,g,head,cos_loo,-0.21918976413352148,-0.33384496966997784,-0.11465520553645636
25,g,head,norm,0.8470455748694283,0.7785523335138956,-0.0684932413555327
25,g,last_block,V_all,2.373477504339202e-05,2.2435243712000858e-05,-1.2995313313911626e-06
25,g,last_block,V_loo,2.9302192550468525e-05,2.7697832895986114e-05,-1.6043596544824113e-06
25,g,last_block,cos_all,0.22557486700160162,0.25542451441287994,0.029849647411278324
25,g,last_block,cos_loo,-0.15871428006461688,-0.1359916552901268,0.02272262477449008
25,g,last_block,norm,0.7328098586627415,0.7220360636711121,-0.010773794991629448
25,gI,head,V_all,0.02205381156610591,0.0032197474502027035,-0.018834064115903208
25,gI,head,V_loo,0.02722692788977708,0.003974996895218889,-0.02325193099455819
25,gI,head,cos_all,0.4168119526335171,-0.12976519018411636,-0.5465771428176335
25,gI,head,cos_loo,0.1498594204229968,-0.169569859902064,-0.3194292803250608
25,gI,head,norm,6.942542144230434,1.0269694725672405,-5.915572671663194
25,gI,last_block,V_all,9.98171000381782e-06,2.910712737502763e-06,-7.070997266315057e-06
25,gI,last_block,V_loo,1.2323099131858076e-05,3.5934726838604547e-06,-8.729626447997621e-06
25,gI,last_block,cos_all,0.3197045847773552,0.11294679374744494,-0.20675779102991027
25,gI,last_block,cos_loo,0.008843346099768366,-0.025425940441588562,-0.03426928654135693
25,gI,last_block,norm,0.46390026807785034,0.19609636316696802,-0.26780390491088235
26,I,head,V_all,0.0005916594319777298,0.00024136500724125654,-0.0003502944247364732
26,I,head,V_loo,0.0007304437375361365,0.00029798148898407817,-0.0004324622485520584
26,I,head,cos_all,0.7153560944965908,0.38794052600860596,-0.3274155684879848
26,I,head,cos_loo,0.6100480045591082,0.3511236409346263,-0.25892436362448196
26,I,head,norm,1.536931344441005,0.347647766272227,-1.189283578168778
26,I,last_block,V_all,5.4908162253143796e-06,3.91335280861919e-06,-1.5774634166951896e-06
26,I,last_block,V_loo,6.778785356280943e-06,4.8312996720293695e-06,-1.9474856842515736e-06
26,I,last_block,cos_all,0.7752776401383537,0.4269271790981293,-0.3483504610402244
26,I,last_block,cos_loo,0.6999778577259609,0.3688124418258667,-0.3311654159000942
26,I,last_block,norm,0.4778009567941938,0.19962153335412344,-0.2781794234400704
26,g,head,V_all,0.000283203594985285,0.0002539096991919602,-2.9293895793324777e-05
26,g,head,V_loo,0.0003496340692176351,0.000313468772219494,-3.616529699814109e-05
26,g,head,cos_all,0.3306813431637628,0.05738367636998495,-0.27329766679377787
26,g,head,cos_loo,-0.018849535712174008,-0.24961706499258676,-0.23076752928041275
26,g,head,norm,0.8956146325383868,0.782845656077067,-0.11276897646131978
26,g,last_block,V_all,2.3920814523340334e-05,2.3382139867559697e-05,-5.386746557806371e-07
26,g,last_block,V_loo,2.953187010591916e-05,2.8866840996973526e-05,-6.650291089456357e-07
26,g,last_block,cos_all,0.29493904379861696,0.3064303944508235,0.011491350652206522
26,g,last_block,cos_loo,0.015562403947114944,0.007627763164540132,-0.007934640782574814
26,g,last_block,norm,0.751188840184893,0.748885711034139,-0.002303129150753924
26,gI,head,V_all,0.010752432547243578,0.002113927078122894,-0.008638505469120684
26,gI,head,V_loo,0.013274608080142311,0.0026097862670818963,-0.010664821813060416
26,gI,head,cos_all,0.48255544688020435,-0.13083433856566748,-0.6133897854458719
26,gI,head,cos_loo,0.2603967296225684,-0.16695585350195566,-0.42735258312452407
26,gI,head,norm,5.497566904340472,0.7779794732729594,-4.719587431067512
26,gI,last_block,V_all,9.002206330218801e-06,2.4351616805991703e-06,-6.5670446496196305e-06
26,gI,last_block,V_loo,1.1113835496092048e-05,3.006372556531763e-06,-8.107462939560285e-06
26,gI,last_block,cos_all,0.4320725250457014,0.088021087149779,-0.3440514378959224
26,gI,last_block,cos_loo,0.2160474115184375,0.0014965989782164495,-0.21455081254022107
26,gI,last_block,norm,0.47172131070068907,0.1542225107550621,-0.31749879994562696
27,I,head,V_all,0.0010213557980023324,0.0003041942060614626,-0.0007171615919408698
27,I,head,V_loo,0.0012609331336404597,0.00037554836793181795,-0.0008853847657086418
27,I,head,cos_all,0.713344122682299,0.6781980991363525,-0.035146023545946425
27,I,head,cos_loo,0.6136341520718166,0.6466914415359497,0.03305728946413311
27,I,head,norm,1.9583617619105749,0.7204765677452087,-1.2378851941653661
27,I,last_block,V_all,8.240841290379259e-06,4.815865395357832e-06,-3.4249758950214263e-06
27,I,last_block,V_loo,1.0173878243741846e-05,5.945513142554167e-06,-4.228365101187679e-06
27,I,last_block,cos_all,0.7906259553773063,0.6187029977639517,-0.17192295761335463
27,I,last_block,cos_loo,0.7284224544252668,0.5740674833456675,-0.15435497107959928
27,I,last_block,norm,0.5786472771848951,0.29042719304561615,-0.2882200841392789
27,g,head,V_all,0.0002758824120974168,0.00023939211193161705,-3.6490300165799766e-05
27,g,head,V_loo,0.00034059557115792165,0.0002955458282182614,-4.504974293966023e-05
27,g,head,cos_all,0.23082480898925237,0.24981342256069183,0.018988613571439467
27,g,head,cos_loo,-0.14582362877471106,-0.11906587580839793,0.026757752966313123
27,g,head,norm,0.8597341861043658,0.8078610102335612,-0.051873175870804644
27,g,last_block,V_all,2.276661195667527e-05,2.1582939856064815e-05,-1.1836721006104552e-06
27,g,last_block,V_loo,2.810692733744093e-05,2.6645604521036148e-05,-1.4613228164047806e-06
27,g,last_block,cos_all,0.281229273549148,0.33748990297317505,0.05626062942402704
27,g,last_block,cos_loo,0.0006689636835030147,0.03974005269507567,0.039071089011572656
27,g,last_block,norm,0.731208792754582,0.7270983656247457,-0.004110427129836225
27,gI,head,V_all,0.027961898362264037,0.004801708739250898,-0.02316018962301314
27,gI,head,V_loo,0.03452086388798697,0.005928035359829664,-0.028592828528157303
27,gI,head,cos_all,0.40691619898591724,-0.18143772085507712,-0.5883539198409944
27,gI,head,cos_loo,0.13463941722043923,-0.24177064498265585,-0.3764100622030951
27,gI,head,norm,7.716476099831717,1.6922286450862885,-6.024247454745429
27,gI,last_block,V_all,1.3791231172685262e-05,5.199838748618883e-06,-8.59139242406638e-06
27,gI,last_block,V_loo,1.7026210766094403e-05,6.4195542108791415e-06,-1.0606656555215261e-05
27,gI,last_block,cos_all,0.4213390094560704,0.09605826685825984,-0.32528074259781053
27,gI,last_block,cos_loo,0.2464436303292002,0.0036077522672712803,-0.2428358780619289
27,gI,last_block,norm,0.5637905320950917,0.22364981472492218,-0.3401407173701695
28,I,head,V_all,0.0010203143985043944,0.00033725640969350934,-0.0006830579888108851
28,I,head,V_loo,0.0012596474220377526,0.00041636594687588513,-0.0008432814751618675
28,I,head,cos_all,0.742650432246072,0.6439870496590933,-0.09866338258697871
28,I,head,cos_loo,0.6519577971526554,0.6126983066399893,-0.039259490512666195
28,I,head,norm,2.0019758258547102,0.6952572415272394,-1.306718584327471
28,I,last_block,V_all,9.084507480240842e-06,5.667632497837379e-06,-3.4168749824034633e-06
28,I,last_block,V_loo,1.1215441872991505e-05,6.99707758637184e-06,-4.218364286619665e-06
28,I,last_block,cos_all,0.8070606078420367,0.5939161777496338,-0.21314443009240291
28,I,last_block,cos_loo,0.740575202873775,0.5463503102461497,-0.19422489262762532
28,I,last_block,norm,0.6242998497826713,0.2992632935444514,-0.32503655623821986
28,g,head,V_all,0.00027774812562191594,0.00022717686564040682,-5.057125998150913e-05
28,g,head,V_loo,0.00034289894392713904,0.00028046525646156323,-6.243368746557582e-05
28,g,head,cos_all,0.37786662325795206,-0.19842515140771866,-0.5762917746656707
28,g,head,cos_loo,-0.025381822671209062,-0.4657263457775116,-0.4403445231063025
28,g,head,norm,0.8946057217461723,0.6867642203966776,-0.20784150134949464
28,g,last_block,V_all,2.396839746714769e-05,2.0174082843974855e-05,-3.794314623172836e-06
28,g,last_block,V_loo,2.959061592784045e-05,2.4906274120439775e-05,-4.684341807400676e-06
28,g,last_block,cos_all,0.38498575386724304,-0.05832440157731374,-0.44331015544455676
28,g,last_block,cos_loo,0.036214519292116165,-0.32876284917195636,-0.3649773684640725
28,g,last_block,norm,0.7724514433315822,0.6151819626490275,-0.15726948068255475
28,gI,head,V_all,0.012585392487900597,0.0029953067811826863,-0.009590085706717912
28,gI,head,V_loo,0.015537521236443095,0.0036979098028192916,-0.011839611433623803
28,gI,head,cos_all,0.4858700803347996,-0.22769557436307272,-0.7135656546978724
28,gI,head,cos_loo,0.22304074253354753,-0.28922105828921,-0.5122618008227575
28,gI,head,norm,5.894804988588605,1.359647939602534,-4.535157048986071
28,gI,last_block,V_all,1.3973277321253721e-05,3.354576544249236e-06,-1.0618700777004485e-05
28,gI,last_block,V_loo,1.7250959802238087e-05,4.141452526103724e-06,-1.3109507276134363e-05
28,gI,last_block,cos_all,0.4384124388120004,-0.024683087986583512,-0.46309552679858396
28,gI,last_block,cos_loo,0.12274002390248435,-0.13630745311578116,-0.2590474770182655
28,gI,last_block,norm,0.5741789894444602,0.18808539832631746,-0.3860935911181428
29,I,head,V_all,0.0006585913672876943,0.00023720318858977407,-0.00042138817869792026
29,I,head,V_loo,0.0008130757736840419,0.0002928434356969471,-0.0005202323379870947
29,I,head,cos_all,0.7370161073548454,0.6725761691729227,-0.06443993818192262
29,I,head,cos_loo,0.6431463445935931,0.6445664564768473,0.0014201118832541937
29,I,head,norm,1.7106556807245528,0.5371688902378082,-1.1734867904867445
29,I,last_block,V_all,7.755723312844306e-06,4.366099498535429e-06,-3.3896238143088772e-06
29,I,last_block,V_loo,9.57496640044805e-06,5.390246466655905e-06,-4.184719933792145e-06
29,I,last_block,cos_all,0.8140835506575448,0.6185157696406046,-0.19556778101694017
29,I,last_block,cos_loo,0.7544501423835754,0.5739521582921346,-0.1804979840914408
29,I,last_block,norm,0.553056423153196,0.2494660566250483,-0.30359036652814775
29,g,head,V_all,0.0002705465865022104,0.00022062774708804986,-4.991883941416053e-05
29,g,head,V_loo,0.0003340081311762333,0.00027237994557557005,-6.162818560066324e-05
29,g,head,cos_all,0.28811962636453764,-0.05507367430254817,-0.3431933006670858
29,g,head,cos_loo,-0.18584479657667025,-0.414686659971873,-0.22884186339520274
29,g,head,norm,0.8604124018124172,0.7205495039621989,-0.13986289785021833
29,g,last_block,V_all,2.370272055226711e-05,2.0842202502535656e-05,-2.8605180497314525e-06
29,g,last_block,V_loo,2.926261939657187e-05,2.573111366170148e-05,-3.531505734870388e-06
29,g,last_block,cos_all,0.2798157057591847,0.060030746196086206,-0.2197849595630985
29,g,last_block,cos_loo,-0.1639589507664953,-0.31746870279312134,-0.15350975202662603
29,g,last_block,norm,0.7416423218590873,0.6614295840263367,-0.08021273783275062
29,gI,head,V_all,0.013534246977152569,0.0027434774674475193,-0.01079076950970505
29,gI,head,V_loo,0.016708947185959135,0.0033870090264827013,-0.013321938159476434
29,gI,head,cos_all,0.4651214416537966,-0.13551872471968332,-0.60064016637348
29,gI,head,cos_loo,0.23405782559088298,-0.1818584551413854,-0.4159162807322684
29,gI,head,norm,5.8762892825262885,1.0677191813786824,-4.808570101147606
29,gI,last_block,V_all,1.0714590968875979e-05,2.8019150401329775e-06,-7.912675928743002e-06
29,gI,last_block,V_loo,1.3227890446744692e-05,3.4591546788457586e-06,-9.768735767898934e-06
29,gI,last_block,cos_all,0.31448499645505634,-0.0061956557134787245,-0.3206806521685351
29,gI,last_block,cos_loo,-0.05801923466580255,-0.15680590023597082,-0.09878666557016827
29,gI,last_block,norm,0.4607625773974827,0.1895623877644539,-0.27120018963302883
30,I,head,V_all,0.0011502524887743806,0.00027458024851512164,-0.000875672240259259
30,I,head,V_loo,0.0014200649166014045,0.0003389879275346175,-0.001081076989066787
30,I,head,cos_all,0.7192462938172477,0.8238062461217245,0.10455995230447679
30,I,head,cos_loo,0.627415840114866,0.7928214073181152,0.16540556720324928
30,I,head,norm,2.1356577958379472,1.1299066543579102,-1.005751141480037
30,I,last_block,V_all,1.1873382456022747e-05,6.956138501360935e-06,-4.9172439546618115e-06
30,I,last_block,V_loo,1.4658495469380536e-05,8.587825050199172e-06,-6.070670419181365e-06
30,I,last_block,cos_all,0.7594304255076817,0.7729586958885193,0.013528270380837593
30,I,last_block,cos_loo,0.6882904171943665,0.7173066139221191,0.029016196727752686
30,I,last_block,norm,0.648103049823216,0.5385640362898508,-0.10953901353336515
30,g,head,V_all,0.00027750229596027305,0.00021112230024300516,-6.63799957172679e-05
30,g,head,V_loo,0.00034259544502544614,0.00026064480577285093,-8.195063925259521e-05
30,g,head,cos_all,0.5878094860485622,-0.48705031474431354,-1.0748598007928758
30,g,head,cos_loo,0.3494853249617985,-0.5871808131535848,-0.9366661381153834
30,g,head,norm,0.9875051294054303,0.5090085566043854,-0.47849657280104496
30,g,last_block,V_all,2.429390120336653e-05,1.8407488823868334e-05,-5.886412379498195e-06
30,g,last_block,V_loo,2.999247044499498e-05,2.272529309266247e-05,-7.26717735233251e-06
30,g,last_block,cos_all,0.5277747597013202,-0.25992240011692047,-0.7876971598182406
30,g,last_block,cos_loo,0.2623996745262827,-0.4181026617685954,-0.6805023362948781
30,g,last_block,norm,0.8235219035829816,0.5057393908500671,-0.31778251273291447
30,gI,head,V_all,0.02093220961147121,0.0054255675834914046,-0.015506642027979807
30,gI,head,V_loo,0.02584223143224205,0.006698231678456068,-0.019143999753785983
30,gI,head,cos_all,0.4784066251346043,-0.2821904967228572,-0.7605971218574614
30,gI,head,cos_loo,0.23771424804415023,-0.33915196855862934,-0.5768662166027796
30,gI,head,norm,7.525149583816528,1.7948248783747356,-5.7303247054417925
30,gI,last_block,V_all,1.8919541811815827e-05,6.815660829791644e-06,-1.2103880982024185e-05
30,gI,last_block,V_loo,2.3357459472858215e-05,8.414395172925046e-06,-1.494306429993317e-05
30,gI,last_block,cos_all,0.42254890714372906,0.013890589897831282,-0.4086583172458978
30,gI,last_block,cos_loo,0.13591126458985464,-0.1355427106221517,-0.2714539752120063
30,gI,last_block,norm,0.6186276035649436,0.3134879618883133,-0.3051396416766303
31,I,head,V_all,0.001429550540966115,0.00039489706978201866,-0.0010346534711840963
31,I,head,V_loo,0.001764877258600401,0.00048752724736308056,-0.0012773500112373205
31,I,head,cos_all,0.6756601589066642,0.5765116016070048,-0.09914855729965943
31,I,head,cos_loo,0.5544897317886353,0.5572954714298248,0.002805739641189575
31,I,head,norm,2.2163882511002675,0.3424445192019145,-1.873943731898353
31,I,last_block,V_all,1.026614336296916e-05,4.515028952785845e-06,-5.751114410183315e-06
31,I,last_block,V_loo,1.2674250358811281e-05,5.574109612401419e-06,-7.100140746409862e-06
31,I,last_block,cos_all,0.7555725574493408,0.5291760365168253,-0.2263965209325155
31,I,last_block,cos_loo,0.6688293984958104,0.48670382301012677,-0.1821255754856836
31,I,last_block,norm,0.5893773628132684,0.19637044270833334,-0.393006920104935
31,g,head,V_all,0.0002766043201388259,0.00022251386932718256,-5.4090450811643324e-05
31,g,head,V_loo,0.00034148682191568824,0.0002747084751414756,-6.677834677421262e-05
31,g,head,cos_all,0.2836975646870477,-0.02847358708580335,-0.31217115177285104
31,g,head,cos_loo,-0.17052883441959107,-0.38537875811258954,-0.21484992369299846
31,g,head,norm,0.870489810194288,0.726918617884318,-0.14357119230996995
31,g,last_block,V_all,2.4102633688016795e-05,1.9705873152512748e-05,-4.396760535504047e-06
31,g,last_block,V_loo,2.9756338075718043e-05,2.432823930575978e-05,-5.428098769958263e-06
31,g,last_block,cos_all,0.27479588985443115,0.12884441763162613,-0.14595147222280502
31,g,last_block,cos_loo,-0.11428359097668103,-0.2181149125099182,-0.10383132153323718
31,g,last_block,norm,0.7490851879119873,0.6511091589927673,-0.09797602891921997
