epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53,epoch_54,epoch_55,epoch_56,epoch_57,epoch_58,epoch_59,epoch_60,epoch_61,epoch_62,epoch_63,epoch_64,epoch_65,epoch_66,epoch_67,epoch_68,epoch_69,epoch_70,epoch_71,epoch_72,epoch_73,epoch_74,epoch_75,epoch_76,epoch_77,epoch_78,epoch_79,epoch_80,epoch_81,epoch_82,epoch_83,epoch_84,epoch_85,epoch_86,epoch_87,epoch_88,epoch_89,epoch_90,epoch_91,epoch_92,epoch_93,epoch_94,epoch_95,epoch_96,epoch_97,epoch_98,epoch_99
0.13,0.0,0.0,0.03,0.0,0.0,0.1,7.85,17.04,26.31,49.72,5.92,21.68,27.34,39.78,32.56,24.46,9.52,24.15,32.22,12.86,15.67,54.11,43.8,36.88,47.16,34.16,52.15,52.55,39.9,45.93,30.84,41.54,34.14,33.19,81.68,41.43,53.94,56.42,45.62,35.37,41.45,56.0,54.87,43.08,49.24,38.78,34.99,80.67,44.38,80.49,51.31,47.73,43.33,52.54,52.28,64.25,57.91,50.61,80.03,54.25,48.76,55.28,49.84,55.83,37.08,50.24,63.35,51.01,54.37,57.76,57.13,79.52,44.45,81.62,41.18,51.01,63.57,61.29,50.18,58.68,46.16,45.85,64.73,43.71,58.43,50.7,43.46,43.37,50.47,48.73,50.9,58.46,50.94,79.14,48.17,53.87,79.49,80.5,39.1
