epoch_0,epoch_1,epoch_2,epoch_3,epoch_4,epoch_5,epoch_6,epoch_7,epoch_8,epoch_9,epoch_10,epoch_11,epoch_12,epoch_13,epoch_14,epoch_15,epoch_16,epoch_17,epoch_18,epoch_19,epoch_20,epoch_21,epoch_22,epoch_23,epoch_24,epoch_25,epoch_26,epoch_27,epoch_28,epoch_29,epoch_30,epoch_31,epoch_32,epoch_33,epoch_34,epoch_35,epoch_36,epoch_37,epoch_38,epoch_39,epoch_40,epoch_41,epoch_42,epoch_43,epoch_44,epoch_45,epoch_46,epoch_47,epoch_48,epoch_49,epoch_50,epoch_51,epoch_52,epoch_53,epoch_54,epoch_55,epoch_56,epoch_57,epoch_58,epoch_59,epoch_60,epoch_61,epoch_62,epoch_63,epoch_64,epoch_65,epoch_66,epoch_67,epoch_68,epoch_69,epoch_70,epoch_71,epoch_72,epoch_73,epoch_74,epoch_75,epoch_76,epoch_77,epoch_78,epoch_79,epoch_80,epoch_81,epoch_82,epoch_83,epoch_84,epoch_85,epoch_86,epoch_87,epoch_88,epoch_89,epoch_90,epoch_91,epoch_92,epoch_93,epoch_94,epoch_95,epoch_96,epoch_97,epoch_98,epoch_99
15.83,34.11,46.58,49.22,53.2,53.6,56.66,58.83,58.23,59.89,57.72,58.22,57.98,62.52,61.04,62.46,61.71,60.31,61.87,58.75,62.34,59.25,59.98,62.04,56.09,61.47,60.53,62.9,61.18,60.98,60.4,60.11,65.62,60.66,62.66,65.82,64.64,63.87,63.66,61.01,62.52,66.02,61.81,62.43,67.39,64.53,61.07,64.47,63.53,64.48,64.22,67.58,64.9,63.69,64.37,65.24,63.06,64.77,64.96,67.39,67.58,64.43,62.09,65.11,64.58,65.39,67.53,65.21,66.94,67.2,64.73,61.34,63.99,68.0,67.07,66.12,65.85,64.13,65.94,59.95,62.12,63.03,64.21,65.5,67.44,62.97,65.5,67.94,65.51,67.89,66.24,61.83,62.47,65.2,67.54,62.74,64.94,65.35,66.01,67.24
16.58,33.68,40.02,52.91,53.01,52.62,56.4,57.27,58.39,59.32,58.43,58.46,58.26,61.5,60.68,60.71,59.1,59.9,60.41,57.17,61.68,61.47,61.28,61.79,60.74,57.45,58.1,61.66,63.1,58.81,61.45,63.42,66.36,56.97,64.27,63.78,62.99,60.49,61.99,61.83,64.52,61.57,62.45,64.14,61.49,62.62,66.92,66.81,63.07,64.21,66.78,61.81,67.22,62.49,65.68,62.05,63.71,67.54,65.98,63.94,67.27,65.97,64.3,65.0,64.05,66.1,67.4,67.9,64.64,66.89,65.65,63.16,64.7,68.05,64.79,63.62,64.76,67.15,63.1,63.55,64.53,61.72,60.43,65.45,65.12,68.09,62.55,62.92,64.62,66.96,66.7,61.38,67.91,68.47,67.72,62.38,63.2,64.34,62.65,64.32
